Vila Nova de Gaia,41.1292264,-8.6057396
Zhengzhou,34.7472531,113.619321
Fremont,37.5482697,-121.988571
Pimpri,21.3611131,77.86553657204229
Silao,20.943727,-101.427043
Fort-de-France,14.6027962,-61.0676724
Sheffield,53.3806626,-1.4702278
San Sebastian,43.3224219,-1.9838889
Izmir,38.4192537,27.128469
Yichun,27.81697,114.4112498
Springfield,39.7990175,-89.6439575
Poltava,49.5897423,34.5507948
Atsugacho,42.42863,142.22276
Chinandega,12.6310831,-87.1347357
Groningen,53.2190652,6.5680077
Dos Quebradas,-3.7363055,-80.0016905
Birmingham,52.4796992,-1.9026911
Taizz,13.5752242,44.0215268
Avignon,43.9492493,4.8059012
Saint-Quentin,49.8465253,3.2876843
Tivoli,41.960922,12.798884
Kakinada,16.9437385,82.2350607
Amravati,20.9316219,77.7588455
Managua,12.1544035,-86.2737642
Vannes,47.6586772,-2.7599079
Shenyang,41.8026095,123.4279105
Accra,5.5571096,-0.2012376
Southend-on-Sea,51.5388241,0.7128137
Kunming,25.0363006,102.7086139
Quimper,47.9960325,-4.1024782
Boynton Beach,26.5256179,-80.0666026
Palaiseau,48.7144587,2.2453842
Kathmandu,27.708317,85.3205817
Kashira,54.837449,38.1505119
Saint Charles,38.783855,-90.481677
Omaha,41.2587459,-95.9383758
Cruz das Almas,-12.6722649,-39.1053665
Amman,31.9515694,35.9239625
Auch,43.6463558,0.5850507
Les Clayes-sous-Bois,48.8214478,1.9871825
Bajos de Haina,18.4132477,-70.0335577
Juárez,31.7372575,-106.485655
Rouen,49.4404591,1.0939658
Villenave-d'Ornon,44.7737872,-0.5595029
Jinan,36.6519754,117.1138479
Jalalabad,34.430195,70.460128
Arauca,7.0851994,-70.7577762
Turgutlu,38.5000458,27.7084176
Erzurum,39.90632,41.2727715
Los Ángeles,34.0536909,-118.242766
Los Angeles,34.0536909,-118.242766
Satu Mare,47.7891763,22.8725598
Ayacucho,-13.1604269,-74.2256973
Salihli,38.4860588,28.1390032
Kuala Terengganu,5.3296461,103.1383265
Parker,39.5184514,-104.7612638
Gaziantep,37.0628317,37.3792617
Ballarat,-37.5623013,143.8605645
Donghai,34.5431964,118.7474407
Mixco,14.6307175,-90.6061595
Ranchi,23.3700501,85.3250387
Tegal,-6.8674488,109.1378271
Clichy-sous-Bois,48.910939,2.5460722
Licheng,36.6802602,117.0590968
Xintai,35.9094557,117.7620286
Santa Barbara,34.4221319,-119.702667
Girona,41.9793006,2.8199439
Castelldefels,41.2861022,1.9824173
Le Chesnay,48.8264842,2.1257808
Dniprodzerzhyns'k,48.51134,34.6021
Castres,49.8044444,3.2383333
Barranquilla,10.9938599,-74.7926118
Alice Springs,-23.6983884,133.8812885
Varanasi,25.3356491,83.0076292
Chaoyang,41.5754767,120.4390738
Cruzeiro,-22.5783685,-44.9642044
Bélgorod,50.5955595,36.5873394
Lincoln Park,42.2505943,-83.1785361
Belo Horizonte,-19.9227318,-43.9450948
Apopa,13.8013036,-89.1790784
Kismaayo,-0.3602433,42.5409025
Uvarovo,51.9838919,42.2664426
Bognor Regis,50.7834973,-0.6730718
Huadian,43.106389,126.975
Tulsa,36.1563122,-95.9927516
Wagga Wagga,-35.115,147.3677778
Bogor,-6.5962986,106.7972421
Ceyhan,37.0288825,35.8124428
Villeurbanne,45.7733573,4.8868454
Haltom City,32.7995738,-97.2691817
Palm Coast,29.5541432,-81.2207673
Mont-Saint-Aignan,49.4679,1.0813
Marbella,36.508976,-4.88562
Montecatini Terme,43.883179,10.7709533
Kotka,60.4674228,26.9450844
Consolación del Sur,22.5040475,-83.5154619
Guayaquil,-2.1900572,-79.8868669
Chapecó,-27.0922364,-52.6166878
Neuilly-sur-Seine,48.884683,2.2695658
Bhilai,21.2120677,81.3732849
Depok,-6.40719,106.8158371
Six-Fours-les-Plages,43.0935105,5.8393953
Shulan,44.4084581,126.9410597
Coffs Harbour,-30.2962407,153.1135293
Stoke-on-Trent,53.0162014,-2.1812607
Bacau,46.5560493,26.9153557
Corum,40.5498762,34.9537362
Hempstead,40.6736812,-73.6190736
Morgan Hill,37.130408,-121.6544974
Saskatoon,52.131802,-106.660767
Cournon-d'Auvergne,45.7392306,3.1962804
Genk,50.9654864,5.5001456
Bayonne,43.4945144,-1.4736657
Malanje,-9.5483991,16.3475335
Colombes,48.9227298,2.2543631
Oshawa,43.8975558,-78.8635324
Maceió,-9.6476843,-35.7339264
Kütahya,39.4199106,29.9857886
Lohne,52.665257,8.2363523
Faridabad,28.4031478,77.3105561
Opole,50.6668184,17.9236408
Jincheng,35.4913132,112.8454497
Chitungwiza,-18.0143462,31.0726737
Domont,49.0285536,2.3278097
Pindamonhangaba,-22.9364,-45.4622602
Pematangsiantar,2.9588631,99.0653646
Rybinsk,58.0489536,38.8558908
Worms,49.6302618,8.3620898
Longview,32.5007031,-94.74049
Gorakhpur,26.7600217,83.3668129
Kiel,54.3227085,10.135555
Launceston,-41.4340813,147.1373496
Goyang,37.6581862,126.8319452
Carrara,44.0771026,10.096726
Henderson,36.0319843,-114.9822486
Suihua,46.6520372,126.9626572
